"","win_os_perl_distro_strawberry","win_os_perl_distro_activestate","win_os_perl_distro_cygwin","win_os_perl_distro_other","win_os_perl_distro_best"
"3248",0,0,0,0,NA
"3249",0,0,0,0,NA
"3250",0,1,1,0,2
"3251",0,1,0,0,NA
"3252",0,0,0,0,NA
"3253",0,0,0,0,NA
"3254",0,0,0,0,NA
"3255",0,0,0,0,NA
"3256",0,0,0,0,NA
"3257",0,0,0,0,NA
"3258",0,0,0,1,2
"3259",0,0,0,0,NA
"3260",0,0,0,0,NA
"3261",0,0,0,0,NA
"3262",1,0,0,0,1
"3263",0,0,0,0,NA
"3264",0,0,0,0,NA
"3265",0,1,0,0,2
"3266",0,0,0,0,NA
"3267",1,1,0,0,1
"3268",0,0,0,0,2
"3269",0,1,0,0,2
"3270",0,0,0,0,NA
"3271",0,0,0,0,NA
"3272",0,0,0,0,NA
"3273",0,0,0,0,NA
"3274",0,0,0,0,NA
"3275",0,0,1,0,4
"3276",0,0,0,0,NA
"3277",1,0,0,0,1
"3278",0,0,1,0,1
"3279",0,0,0,0,NA
"3280",0,1,0,0,1
"3281",0,1,0,0,2
"3282",0,0,0,0,NA
"3283",0,0,0,0,NA
"3284",1,0,0,0,1
"3285",0,0,1,0,3
"3286",0,0,0,0,NA
"3287",0,0,0,0,NA
"3288",0,0,0,0,NA
"3289",0,0,0,0,NA
"3290",0,0,0,0,NA
"3291",1,0,0,0,1
"3292",0,0,0,0,NA
"3293",0,0,0,0,NA
"3294",0,0,0,0,NA
"3295",0,0,0,0,NA
"3296",0,0,0,0,NA
"3297",0,0,0,0,NA
"3298",0,0,1,0,3
"3299",0,1,1,0,3
"3300",0,0,0,0,NA
"3301",0,1,0,0,2
"3302",0,0,0,0,NA
"3303",0,0,1,0,3
"3304",0,0,0,0,NA
"3305",0,1,0,0,2
"3306",0,1,0,0,2
"3307",0,1,0,0,NA
"3308",0,0,0,0,NA
"3309",0,0,0,0,NA
"3310",0,0,0,0,NA
"3311",0,1,0,0,2
"3312",0,0,0,0,NA
"3313",0,0,0,1,4
"3314",0,0,0,0,NA
"3315",0,1,0,0,2
"3316",0,1,0,0,2
"3317",1,0,0,0,1
"3318",0,0,0,0,NA
"3319",0,1,0,0,2
"3320",0,0,0,0,NA
"3321",0,0,1,0,NA
"3322",1,1,0,0,1
"3323",0,1,0,0,2
"3324",0,0,0,0,NA
"3325",0,0,0,0,NA
"3326",0,0,1,0,3
"3327",0,0,0,0,NA
"3328",0,0,0,0,NA
"3329",1,0,0,0,1
"3330",0,0,0,0,NA
"3331",1,1,0,0,2
"3332",0,1,0,0,NA
"3333",0,0,0,0,NA
"3334",0,0,0,0,NA
"3335",1,1,0,0,1
"3336",0,0,0,0,NA
"3337",0,1,0,0,2
"3338",0,0,0,0,NA
"3339",0,0,0,0,NA
"3340",0,0,0,0,NA
"3341",0,1,0,0,2
"3342",0,1,0,0,2
"3343",0,0,0,0,NA
"3344",0,0,0,0,NA
"3345",0,1,0,0,2
"3346",0,1,0,0,1
"3347",0,0,0,0,NA
"3348",0,1,0,0,NA
"3349",0,1,1,0,3
"3350",0,0,0,0,NA
"3351",0,0,0,0,NA
"3352",0,0,0,0,NA
"3353",1,0,0,0,1
"3354",0,0,0,0,NA
"3355",0,1,0,0,2
"3356",0,0,0,0,NA
"3357",1,0,0,0,1
"3358",0,1,0,0,2
"3359",0,0,0,0,NA
"3360",0,0,0,0,NA
"3361",0,0,0,0,NA
"3362",0,0,0,0,NA
"3363",0,0,0,0,NA
"3364",0,1,1,0,2
"3365",0,0,0,0,NA
"3366",0,0,0,0,NA
"3367",0,0,0,0,NA
"3368",0,1,0,0,2
"3369",0,0,0,0,NA
"3370",0,0,0,0,NA
"3371",1,0,0,0,1
"3372",0,1,0,0,2
"3373",0,1,0,0,3
"3374",0,0,0,0,NA
"3375",1,1,0,0,1
"3376",0,0,0,0,NA
"3377",1,0,0,0,1
"3378",0,0,0,0,2
"3379",0,0,0,0,NA
"3380",0,1,1,0,2
"3381",0,0,0,0,NA
"3382",0,0,0,0,NA
"3383",1,0,0,0,1
"3384",0,0,0,0,NA
"3385",1,0,0,0,1
"3386",0,0,0,0,NA
"3387",0,1,1,0,3
"3388",0,0,0,0,NA
"3389",0,0,0,0,NA
"3390",0,1,1,0,2
"3391",0,0,0,0,NA
"3392",0,0,0,0,NA
"3393",0,1,0,0,2
"3394",1,1,0,0,1
"3395",0,0,0,0,NA
"3396",1,0,0,0,1
"3397",0,0,0,0,NA
"3398",1,0,0,0,1
"3399",1,0,0,0,1
"3400",0,0,0,0,NA
"3401",0,0,0,0,NA
"3402",0,1,1,0,2
"3403",0,0,0,0,NA
"3404",0,0,0,0,NA
"3405",0,0,0,0,NA
"3406",0,0,0,0,NA
"3407",0,0,0,0,NA
"3408",0,1,0,0,2
"3409",0,0,0,0,NA
"3410",0,0,0,0,NA
"3411",0,0,0,0,NA
"3412",0,0,0,0,NA
"3413",0,1,0,0,2
"3414",0,1,0,0,2
"3415",0,0,0,0,NA
"3416",0,0,0,0,NA
"3417",0,0,0,0,NA
"3418",0,0,0,0,NA
"3419",0,0,0,0,NA
"3420",0,0,0,0,NA
"3421",0,0,0,0,NA
"3422",1,1,0,0,1
"3423",0,1,0,0,2
"3424",0,0,0,0,NA
"3425",0,0,0,0,NA
"3426",0,0,0,0,NA
"3427",0,0,0,0,NA
"3428",0,0,0,0,NA
"3429",0,0,0,0,NA
"3430",0,0,0,0,NA
"3431",0,0,0,0,NA
"3432",0,1,0,0,2
"3433",1,0,0,0,1
"3434",0,0,0,0,NA
"3435",0,1,0,0,2
"3436",0,0,0,0,NA
"3437",1,0,0,0,1
"3438",0,0,0,0,NA
"3439",0,0,1,0,3
"3440",0,1,0,0,2
"3441",0,1,1,0,3
"3442",0,0,0,0,NA
"3443",1,0,0,0,1
"3444",0,0,0,0,NA
"3445",0,1,0,0,2
"3446",0,0,0,0,NA
"3447",0,0,0,0,NA
"3448",0,0,0,0,NA
"3449",0,0,0,0,NA
"3450",0,0,0,0,NA
"3451",0,0,0,0,NA
"3452",0,0,0,0,NA
"3453",0,0,0,0,NA
"3454",1,0,0,0,1
"3455",0,0,1,0,3
"3456",0,0,0,0,NA
"3457",0,0,0,0,NA
"3458",0,0,0,0,NA
"3459",0,1,0,0,2
"3460",1,0,0,0,1
"3461",0,0,0,0,NA
"3462",0,0,0,0,NA
"3463",0,1,0,0,2
"3464",0,0,0,0,NA
"3465",0,0,0,0,NA
"3466",0,1,0,0,2
"3467",0,1,0,0,2
"3468",0,1,0,0,2
"3469",0,0,1,0,3
"3470",0,0,0,0,NA
"3471",0,0,1,0,3
"3472",0,1,1,0,3
"3473",1,0,0,0,1
"3474",0,0,0,0,NA
"3475",0,1,0,0,1
"3476",0,1,0,0,2
"3477",0,1,0,0,2
"3478",0,0,0,0,NA
"3479",0,0,0,0,NA
"3480",1,0,1,0,1
"3481",1,1,0,0,1
"3482",0,0,0,0,NA
"3483",0,0,0,0,NA
"3484",0,1,0,0,2
"3485",0,1,0,0,2
"3486",0,1,0,0,2
"3487",0,1,0,0,2
"3488",0,1,0,0,NA
"3489",1,1,0,0,1
"3490",0,0,0,0,NA
"3491",0,1,0,0,2
"3492",1,0,1,0,1
"3493",0,0,0,0,NA
"3494",1,0,0,0,1
"3495",0,0,0,0,NA
"3496",0,1,0,0,1
"3497",0,1,0,0,2
"3498",0,0,0,0,NA
"3499",0,0,0,0,NA
"3500",0,0,0,0,NA
"3501",0,0,0,0,NA
"3502",1,1,1,0,3
"3503",0,1,0,0,2
"3504",0,0,0,0,NA
"3505",0,1,0,0,2
"3506",0,0,0,0,NA
"3507",0,0,0,0,NA
"3508",0,1,0,0,2
"3509",0,1,0,0,2
"3510",0,0,0,0,NA
"3511",0,0,0,0,NA
"3512",0,0,0,0,NA
"3513",0,0,0,0,NA
"3514",0,0,0,0,NA
"3515",0,0,0,0,NA
"3516",0,0,0,0,NA
"3517",0,0,0,0,NA
"3518",0,0,0,0,NA
"3519",0,1,0,0,2
"3520",0,0,0,0,NA
"3521",0,0,0,0,NA
"3522",0,1,0,0,1
"3523",0,0,0,0,NA
"3524",0,1,0,0,1
"3525",0,0,0,0,NA
"3526",1,0,1,0,1
"3527",1,0,0,0,1
"3528",0,1,0,0,2
"3529",0,0,0,0,NA
"3530",0,0,0,0,NA
"3531",0,0,0,0,NA
"3532",0,0,0,0,NA
"3533",0,0,0,0,NA
"3534",0,0,0,0,NA
"3535",0,0,0,0,NA
"3536",0,0,0,0,NA
"3537",1,0,0,0,1
"3538",0,0,0,0,NA
"3539",0,0,0,0,NA
"3540",0,0,0,0,NA
"3541",0,0,0,0,NA
"3542",0,0,0,0,NA
"3543",0,1,0,0,1
"3544",0,0,0,0,NA
"3545",1,0,0,0,1
"3546",0,1,0,0,2
"3547",0,1,0,0,2
"3548",1,0,0,0,1
"3549",0,0,1,0,3
"3550",0,1,0,0,2
"3551",0,0,0,0,NA
"3552",0,0,0,0,NA
"3553",0,0,0,0,NA
"3554",0,0,0,0,NA
"3555",0,0,0,0,NA
"3556",0,0,0,0,NA
"3557",0,0,0,0,NA
"3558",1,0,0,0,1
"3559",1,0,0,0,1
"3560",0,1,0,0,1
"3561",0,1,0,0,2
"3562",0,1,0,0,2
"3563",0,0,0,1,2
"3564",0,0,0,0,NA
"3565",1,0,0,0,1
"3566",0,0,0,0,NA
"3567",0,0,0,0,NA
"3568",0,0,0,0,NA
"3569",0,0,0,0,NA
"3570",0,0,0,0,NA
"3571",0,0,0,0,NA
"3572",0,0,1,0,3
"3573",0,0,0,0,NA
"3574",0,0,0,0,NA
"3575",0,0,0,0,NA
"3576",0,0,0,0,NA
"3577",1,0,0,0,1
"3578",0,0,1,0,1
"3579",0,1,0,0,NA
"3580",1,0,0,0,1
"3581",0,1,0,0,2
"3582",0,0,1,0,1
"3583",0,0,0,0,NA
"3584",0,0,0,0,NA
"3585",0,1,0,0,2
"3586",1,0,0,0,1
"3587",0,0,0,0,NA
"3588",0,0,0,0,NA
"3589",0,0,0,0,NA
"3590",0,1,0,0,2
"3591",0,0,0,0,NA
"3592",0,0,0,0,NA
"3593",0,0,0,0,NA
"3594",0,0,0,0,NA
"3595",0,0,0,0,NA
"3596",0,0,0,0,NA
"3597",1,0,0,0,1
"3598",0,1,0,0,2
"3599",0,1,1,0,2
"3600",0,0,0,0,NA
"3601",0,0,0,0,NA
"3602",0,0,0,0,NA
"3603",0,1,0,0,2
"3604",0,0,0,0,NA
"3605",0,0,1,0,3
"3606",0,0,0,0,NA
"3607",0,0,1,0,3
"3608",0,0,0,0,NA
"3609",0,0,0,0,NA
"3610",0,1,0,0,2
"3611",0,0,0,0,NA
"3612",0,0,1,0,3
"3613",0,0,0,0,NA
"3614",0,0,0,0,NA
"3615",0,1,1,0,NA
"3616",0,0,0,0,NA
"3617",0,1,0,0,2
"3618",0,0,0,0,NA
"3619",0,1,0,0,2
"3620",0,0,0,0,NA
"3621",0,0,1,0,3
"3622",0,1,0,0,2
"3623",0,0,0,0,NA
"3624",0,0,0,0,NA
"3625",0,0,0,0,NA
"3626",0,1,1,0,2
"3627",0,0,0,0,NA
"3628",0,0,0,0,NA
"3629",0,0,1,0,3
"3630",0,1,0,0,2
"3631",0,0,0,0,NA
"3632",0,0,0,0,NA
"3633",0,1,0,0,2
"3634",0,0,1,0,3
"3635",0,0,0,0,NA
"3636",0,1,1,0,3
"3637",0,0,0,0,NA
"3638",0,1,0,0,2
"3639",0,0,0,0,NA
"3640",0,0,0,0,NA
"3641",0,0,0,0,NA
"3642",0,1,1,0,3
"3643",0,0,0,0,NA
"3644",0,0,0,0,NA
"3645",0,0,0,0,NA
"3646",1,0,0,0,1
"3647",0,0,0,0,NA
"3648",0,0,0,0,NA
"3649",0,0,0,0,NA
"3650",0,1,0,0,2
"3651",1,0,1,0,3
"3652",1,1,1,0,1
"3653",0,0,0,0,NA
"3654",1,1,0,0,1
"3655",0,0,0,0,NA
"3656",0,0,0,0,NA
"3657",0,0,0,0,NA
"3658",1,0,0,0,1
"3659",0,1,0,0,2
"3660",0,0,0,0,NA
"3661",0,0,0,0,NA
"3662",0,0,0,0,NA
"3663",0,0,0,0,NA
"3664",0,1,0,0,2
"3665",0,1,0,0,2
"3666",0,0,0,0,NA
"3667",0,0,0,0,NA
"3668",0,1,1,0,NA
"3669",0,0,0,0,NA
"3670",0,0,0,0,NA
"3671",0,1,0,0,2
"3672",0,0,0,0,NA
"3673",1,0,0,0,1
"3674",0,1,0,0,2
"3675",0,1,0,0,NA
"3676",0,0,0,0,NA
"3677",1,1,0,0,2
"3678",1,0,0,0,1
"3679",0,0,0,0,NA
"3680",0,1,1,0,2
"3681",0,1,0,0,2
"3682",0,1,0,0,2
"3683",0,1,0,0,2
"3684",0,0,0,0,NA
"3685",0,0,0,0,NA
"3686",0,1,0,0,2
"3687",1,0,0,0,1
"3688",0,0,0,0,NA
"3689",0,0,0,0,NA
"3690",0,0,0,0,NA
"3691",0,0,0,0,NA
"3692",0,1,0,0,1
"3693",1,0,0,0,1
"3694",0,0,0,0,NA
"3695",0,1,1,0,2
"3696",0,0,1,0,3
"3697",0,0,0,0,NA
"3698",0,0,0,0,NA
"3699",0,1,0,0,4
"3700",0,1,0,0,1
"3701",1,0,0,0,1
"3702",0,0,0,0,NA
"3703",0,0,1,0,2
"3704",0,0,0,0,NA
"3705",0,0,0,0,NA
"3706",0,0,0,0,NA
"3707",0,0,0,0,NA
"3708",0,1,1,0,2
"3709",0,0,0,0,NA
"3710",0,0,0,0,NA
"3711",0,0,0,0,NA
"3712",0,0,0,0,NA
"3713",0,0,0,0,NA
"3714",0,0,0,0,NA
"3715",0,0,0,0,NA
"3716",0,0,0,0,NA
"3717",0,0,0,0,NA
"3718",0,0,0,0,NA
"3719",0,0,0,0,NA
"3720",0,0,0,0,NA
"3721",0,0,0,0,NA
"3722",0,1,0,0,1
"3723",0,1,0,0,2
"3724",0,1,0,0,NA
"3725",0,0,0,0,NA
"3726",0,0,0,0,NA
"3727",0,0,0,0,NA
"3728",0,1,1,0,2
"3729",0,0,0,0,NA
"3730",0,1,0,0,2
"3731",0,0,0,0,NA
"3732",0,0,0,0,NA
"3733",1,0,0,1,1
"3734",1,0,1,0,1
"3735",0,1,0,0,2
"3736",0,0,0,0,NA
"3737",0,0,0,0,NA
"3738",1,0,0,0,1
"3739",0,0,0,0,NA
"3740",0,0,0,0,NA
"3741",0,0,0,0,NA
"3742",0,0,0,0,NA
"3743",0,1,0,0,2
"3744",0,0,0,0,NA
"3745",0,0,0,0,NA
"3746",0,1,0,0,2
"3747",0,0,0,0,NA
"3748",0,1,0,1,4
"3749",0,0,0,0,NA
"3750",0,0,0,0,NA
"3751",0,0,0,0,NA
"3752",0,1,0,0,2
"3753",0,1,0,0,2
"3754",0,0,0,0,NA
"3755",0,0,0,0,NA
"3756",0,1,0,0,2
"3757",0,0,0,0,NA
"3758",0,1,0,0,2
"3759",0,0,0,0,NA
"3760",0,0,0,0,NA
"3761",0,1,0,0,2
"3762",0,0,0,0,NA
"3763",0,0,0,0,NA
"3764",0,1,0,0,NA
"3765",0,1,0,0,NA
"3766",0,0,0,0,NA
"3767",0,0,0,0,NA
"3768",0,0,0,0,NA
"3769",0,0,0,0,NA
"3770",0,0,0,0,NA
"3771",1,1,0,0,1
"3772",0,1,1,0,1
"3773",0,0,0,0,NA
"3774",0,1,0,0,NA
"3775",0,0,0,0,NA
"3776",0,0,0,0,NA
"3777",0,1,0,0,2
"3778",0,0,0,0,NA
"3779",0,1,0,0,2
"3780",0,1,1,0,1
"3781",0,1,0,0,2
"3782",0,0,0,0,NA
"3783",1,0,0,0,1
"3784",0,0,0,0,NA
"3785",0,1,0,0,2
"3786",0,0,0,0,NA
"3787",1,0,0,0,1
"3788",0,0,0,0,NA
"3789",0,0,0,0,NA
"3790",0,1,0,0,2
"3791",0,0,0,0,NA
"3792",0,0,0,0,NA
"3793",0,0,0,0,NA
"3794",1,0,0,0,1
"3795",0,0,0,0,NA
"3796",0,0,0,0,NA
"3797",0,0,0,0,NA
"3798",0,0,0,0,NA
"3799",0,1,0,0,1
"3800",0,1,0,0,NA
"3801",0,0,0,0,NA
"3802",0,0,0,0,NA
"3803",0,0,0,0,NA
"3804",0,0,0,0,NA
"3805",0,0,0,0,NA
"3806",0,0,0,0,NA
"3807",0,0,0,0,NA
"3808",0,0,0,0,NA
"3809",0,0,0,0,NA
"3810",0,1,0,0,2
"3811",0,0,0,0,NA
"3812",0,0,0,0,NA
"3813",0,0,0,0,NA
"3814",1,0,0,0,1
"3815",0,0,0,0,NA
"3816",0,0,0,0,NA
"3817",0,0,0,0,NA
"3818",0,0,1,0,3
"3819",0,0,0,0,NA
"3820",0,0,0,0,NA
"3821",0,0,0,0,NA
"3822",0,1,0,0,2
"3823",0,0,0,0,NA
"3824",0,0,0,0,NA
"3825",0,0,0,0,NA
"3826",0,1,1,0,2
"3827",0,0,0,0,NA
"3828",1,0,1,0,1
"3829",0,1,0,0,2
"3830",0,0,0,0,NA
"3831",1,0,0,0,1
"3832",0,0,0,0,NA
"3833",0,1,0,0,1
"3834",0,0,0,0,NA
"3835",0,0,0,0,NA
"3836",0,1,0,0,4
"3837",1,0,0,0,1
"3838",0,0,0,0,NA
"3839",1,0,0,0,1
"3840",0,0,1,0,NA
"3841",0,0,0,1,4
"3842",0,0,0,0,NA
"3843",1,0,0,0,1
"3844",0,0,0,0,NA
"3845",0,0,1,0,4
"3846",0,0,0,0,NA
"3847",0,0,0,0,NA
"3848",0,0,0,0,NA
"3849",0,0,0,0,NA
"3850",0,0,0,0,NA
"3851",0,0,0,0,NA
"3852",1,1,0,0,1
"3853",0,1,0,0,2
"3854",0,0,1,0,3
"3855",1,0,0,0,1
"3856",0,0,0,0,NA
"3857",1,0,0,0,1
"3858",0,0,0,0,NA
"3859",1,0,0,0,1
"3860",1,1,0,0,1
"3861",0,0,0,0,NA
"3862",0,1,0,0,2
"3863",0,0,0,0,NA
"3864",0,0,0,0,NA
"3865",0,0,0,0,NA
"3866",0,0,0,0,NA
"3867",0,0,0,0,NA
"3868",0,0,0,0,NA
"3869",0,0,0,0,NA
"3870",0,1,0,0,4
"3871",0,0,0,0,NA
"3872",0,0,0,0,NA
"3873",0,0,0,0,NA
"3874",0,0,0,0,NA
"3875",0,0,0,0,NA
"3876",1,0,0,0,1
"3877",0,1,0,0,2
"3878",1,0,0,0,1
"3879",0,0,0,0,NA
"3880",1,0,0,0,1
"3881",0,0,0,0,NA
"3882",0,0,0,0,NA
"3883",0,0,0,0,NA
"3884",0,0,0,0,NA
"3885",0,0,0,0,NA
"3886",0,1,0,0,1
"3887",1,1,0,0,2
"3888",0,0,0,0,NA
"3889",0,1,0,0,2
"3890",0,0,0,0,NA
"3891",0,1,0,0,2
"3892",0,0,0,0,NA
"3893",0,0,0,0,NA
"3894",0,0,0,0,2
"3895",0,0,0,0,NA
"3896",1,0,0,0,1
"3897",0,0,0,0,NA
"3898",0,0,0,0,NA
"3899",0,0,0,0,NA
"3900",1,0,1,0,1
"3901",0,1,1,0,2
"3902",0,0,0,0,NA
"3903",0,0,0,0,NA
"3904",0,0,0,0,NA
"3905",0,0,0,0,NA
"3906",0,0,0,0,NA
"3907",0,0,0,0,NA
"3908",0,0,0,0,NA
"3909",0,0,0,0,NA
"3910",0,0,0,0,NA
"3911",1,0,0,0,1
"3912",0,1,1,0,3
"3913",0,0,0,0,NA
"3914",1,1,0,0,1
"3915",0,0,0,0,NA
"3916",1,0,0,0,1
"3917",0,0,0,0,NA
"3918",0,1,1,0,2
"3919",0,1,0,0,2
"3920",0,1,0,0,2
"3921",0,0,0,0,NA
"3922",1,0,0,1,NA
"3923",1,0,0,0,4
"3924",0,0,0,0,NA
"3925",1,1,0,0,1
"3926",0,0,0,0,NA
"3927",0,0,0,0,NA
"3928",0,1,0,0,2
"3929",0,0,0,0,NA
"3930",0,0,0,0,NA
"3931",1,1,1,0,NA
"3932",0,0,0,0,NA
"3933",0,0,0,0,NA
"3934",0,1,1,0,2
"3935",0,0,0,0,NA
"3936",0,0,0,0,NA
"3937",0,0,0,0,NA
"3938",0,0,0,0,NA
"3939",0,0,0,0,NA
"3940",0,1,0,0,2
"3941",0,0,0,0,NA
"3942",0,1,1,0,3
"3943",0,1,0,0,2
"3944",0,1,0,0,2
"3945",0,0,0,0,2
"3946",0,1,1,0,2
"3947",0,0,0,0,NA
"3948",0,0,0,0,NA
"3949",0,0,0,0,NA
"3950",0,0,0,0,NA
"3951",0,0,0,0,NA
"3952",0,0,0,0,NA
"3953",0,0,0,0,NA
"3954",0,1,0,0,2
"3955",0,0,0,0,NA
"3956",0,0,0,0,NA
"3957",0,1,1,0,2
"3958",1,0,0,0,1
"3959",0,0,0,0,NA
"3960",0,0,0,0,NA
"3961",0,0,0,0,NA
"3962",1,0,1,0,1
"3963",0,0,0,0,NA
"3964",1,1,0,0,4
"3965",0,1,0,0,2
"3966",0,1,0,0,2
"3967",1,1,1,0,4
"3968",0,0,0,0,NA
"3969",0,1,0,0,2
"3970",0,1,0,0,2
"3971",1,0,0,0,1
"3972",1,1,0,0,1
"3973",0,0,1,0,2
"3974",0,0,0,0,NA
"3975",0,0,0,0,NA
"3976",0,0,0,0,NA
"3977",0,0,1,0,3
"3978",0,1,0,0,2
"3979",1,0,0,0,NA
"3980",0,0,0,0,NA
"3981",0,0,0,0,NA
"3982",0,1,0,0,NA
"3983",0,0,0,0,NA
"3984",0,0,0,0,NA
"3985",0,0,0,0,NA
"3986",0,0,0,1,4
"3987",0,0,0,0,NA
"3988",0,0,0,0,NA
"3989",0,1,0,0,2
"3990",0,0,0,0,NA
"3991",0,1,0,0,NA
"3992",0,0,0,0,NA
"3993",0,0,0,0,NA
"3994",0,0,0,0,NA
"3995",0,0,0,0,NA
"3996",0,0,0,0,NA
"3997",0,0,0,0,NA
"3998",0,0,0,0,NA
"3999",0,1,0,0,1
"4000",0,0,0,0,NA
"4001",0,0,0,0,NA
"4002",0,1,0,0,2
"4003",0,0,0,0,NA
"4004",0,1,0,0,1
"4005",0,0,0,0,NA
"4006",0,0,0,0,NA
"4007",0,0,0,0,NA
"4008",0,1,0,0,2
"4009",0,0,0,0,NA
"4010",0,0,0,0,NA
"4011",1,0,0,0,1
"4012",0,0,0,0,NA
"4013",1,0,0,0,1
"4014",0,0,0,0,NA
"4015",1,0,0,0,1
"4016",0,1,0,0,2
"4017",0,1,0,0,2
"4018",0,0,0,0,NA
"4019",0,0,0,0,NA
"4020",0,1,0,0,2
"4021",0,1,0,0,4
"4022",0,0,0,0,NA
"4023",0,0,0,0,NA
"4024",1,0,0,0,1
"4025",0,0,0,0,NA
"4026",0,0,0,0,NA
"4027",0,0,0,0,1
"4028",0,0,0,0,NA
"4029",0,0,0,0,NA
"4030",0,0,0,0,NA
"4031",0,0,0,0,NA
"4032",1,1,0,0,1
"4033",0,0,0,0,NA
"4034",0,0,0,0,NA
"4035",0,0,0,0,NA
"4036",0,0,0,0,NA
"4037",0,1,0,0,2
"4038",1,0,0,0,1
"4039",0,0,0,0,NA
"4040",0,0,0,0,NA
"4041",0,1,0,0,2
"4042",1,0,0,0,1
"4043",0,1,0,0,2
"4044",0,0,0,0,NA
"4045",1,0,0,0,1
